,fix_id,stat,local,team_id,team_name,logo,value
11,721016,goals,away,542,Alaves,https://media.api-sports.io/football/teams/542.png,21.0
12,721016,total,home,548,Real Sociedad,https://media.api-sports.io/football/teams/548.png,68.7
13,721016,total,away,542,Alaves,https://media.api-sports.io/football/teams/542.png,31.3
0,721017,form,home,728,Rayo Vallecano,https://media.api-sports.io/football/teams/728.png,0.0
1,721017,form,away,536,Sevilla,https://media.api-sports.io/football/teams/536.png,100.0
2,721017,att,home,728,Rayo Vallecano,https://media.api-sports.io/football/teams/728.png,17.0
3,721017,att,away,536,Sevilla,https://media.api-sports.io/football/teams/536.png,83.0
4,721017,def,home,728,Rayo Vallecano,https://media.api-sports.io/football/teams/728.png,17.0
5,721017,def,away,536,Sevilla,https://media.api-sports.io/football/teams/536.png,83.0
6,721017,poisson_distribution,home,728,Rayo Vallecano,https://media.api-sports.io/football/teams/728.png,51.0
7,721017,poisson_distribution,away,536,Sevilla,https://media.api-sports.io/football/teams/536.png,49.0
8,721017,h2h,home,728,Rayo Vallecano,https://media.api-sports.io/football/teams/728.png,7.0
9,721017,h2h,away,536,Sevilla,https://media.api-sports.io/football/teams/536.png,93.0
10,721017,goals,home,728,Rayo Vallecano,https://media.api-sports.io/football/teams/728.png,23.0
11,721017,goals,away,536,Sevilla,https://media.api-sports.io/football/teams/536.png,77.0
12,721017,total,home,728,Rayo Vallecano,https://media.api-sports.io/football/teams/728.png,23.0
13,721017,total,away,536,Sevilla,https://media.api-sports.io/football/teams/536.png,77.0
0,721018,form,home,533,Villarreal,https://media.api-sports.io/football/teams/533.png,56.0
1,721018,form,away,538,Celta Vigo,https://media.api-sports.io/football/teams/538.png,44.0
2,721018,att,home,533,Villarreal,https://media.api-sports.io/football/teams/533.png,61.0
3,721018,att,away,538,Celta Vigo,https://media.api-sports.io/football/teams/538.png,39.0
4,721018,def,home,533,Villarreal,https://media.api-sports.io/football/teams/533.png,67.0
5,721018,def,away,538,Celta Vigo,https://media.api-sports.io/football/teams/538.png,33.0
6,721018,poisson_distribution,home,533,Villarreal,https://media.api-sports.io/football/teams/533.png,62.0
7,721018,poisson_distribution,away,538,Celta Vigo,https://media.api-sports.io/football/teams/538.png,38.0
8,721018,h2h,home,533,Villarreal,https://media.api-sports.io/football/teams/533.png,50.0
9,721018,h2h,away,538,Celta Vigo,https://media.api-sports.io/football/teams/538.png,50.0
10,721018,goals,home,533,Villarreal,https://media.api-sports.io/football/teams/533.png,53.0
11,721018,goals,away,538,Celta Vigo,https://media.api-sports.io/football/teams/538.png,47.0
12,721018,total,home,533,Villarreal,https://media.api-sports.io/football/teams/533.png,58.2
13,721018,total,away,538,Celta Vigo,https://media.api-sports.io/football/teams/538.png,41.8
